Story Number,Descriptor,Date,Press,Country,Category,Column1
521,"Two thouand students of Nakasongola Junior Academy were sent home after a supposed escalation in attacks by evil spirits. At least 26 students were admitted to hospital with injuries they say were from evil spirits. The administration has closed the school as it is ""searching for a way forward.""",10/27/10,MON,UGA,6,
10,"Arab healer and herbalist in Uganda reported dispensing advice to African, Asian and European patients after listening to an unintelligible, bird-like voice from a box covered with red cloth.",7/19/61,DN,UGA,7,N = 31
18,Tanzanian woman from Morogoro claims in letter to editor that her dead mother returned to life to help her overcome mistreatment by a younger co-wife her husband had recently married.,7/8/62,SN,TAN,7,
48,"Kenyan ""witchdoctor"" at soccer match follows the play like a linesman, racing along the sidelines with his team. Referees complain about ""witchcraft"" used by the clubs.",3/8/64,DN,KEN,7,
82,"Missionaries and Ugandan legislative counselors in Fort Portal seeking ways to explain reports that ""house goes bump, stones hit people on the head, twigs fly about rooms in house."" Concerned ""lest simple people put it down to witchcraft.""",1/31/66,DN,UGA,7,
86,"75-year-old confessed witch practitioner agrees to have his ""magical"" paraphernalia burned, and to convert to Christianity on Madaraka (Republic) Day. Sends his son to local church leaders to find out if he could be baptized and is received in the church on the same day.",6/8/66,EAS,KEN,7,
111,"Youth serving in prison for 14 convictions of theft states he cannot return to his home in Utete District, Tanzania, because witchcraft will be used against him.",9/9/69,TS,TAN,7,
112,"Tanzanian soccer players reported using witchcraft charms to improve game performance, provide strength, and remove post-game aches.",10/5/69,TZ,TAN,7,
116,"Letter to editor decries ""school for witchdoctors"" to learn modern techniques and states ""witches command great respect intermingled with fear...pressure of prosecutions will never induce them to surrender this privilege.""",1/25/70,TS,TAN,7,
128,"Press reports ""witchcraft"" dominates soccer in Kenya. Techniques include use of charms, putting pig fat on the ball, putting ""spells"" on balls, and hiring ""witchdoctors"" for help.",2/3/71,EAS,KEN,7,
132,"Handeni, Tanzania, football club refuses to give names of its players to the press for fear the players would become victims of ""black magic.""",5/17/71,TS,TAN,7,
170,"Kenyan John Agunga, who was taken to the U.S. with a professional baseball team (Baltimore) to predict games, says he inherited psychic powers, and sees things in dreams. He had accurately predicted the outcome of several U.S. and Kenyan elections. Failed in Baltimore and is sent home. ",9/18/74,KS,KEN,7,
184,"Secretary of Kenya Football Federation warns soccer officials, players and fans of criminal prosecution in ""witchcraft"" involving ""killing and confinement of innocent animals and birds.""",7/1/75,KS,KEN,7,
186,Tanzanian government sets up three-man commission to enquire into allegations that soccer teams are paying large sums to witchcraft practitioners to help them win.,7/21/75,DN,TAN,7,
206,"""Soccer and the Witchdoctors"" article reviews costs and problems of suspension of player for Kenyan soccer clubs.",5/23/76,SN,KEN,7,
250,"Kenya soccer chairman states a warning issued by the African Football Confederation in Lagos, Nigeria, that witchcraft practices in the sport should cease and be heeded locally.",12/29/79,KS,KEN,7,
270,Chairman of Kenya's Cultural Council urges composers of traditional music to stop emphasizing witchcraft in their songs.,6/13/81,KS,KEN,7,
285,"Asian candidate for election from Parklands area, Nairobi, finds a leopard outside his house in what is believed to be a witchcraft-related incident to influence election.",4/9/83,KS,KEN,7,
304,"A 60-year-old man thought dead sat up in his coffin and saluted mourners in Kitui District, Kenya. Police suspect extortion.",5/30/85,KS,KEN,7,
308,Press reports from Uganda state hundreds of AIDS deaths in rural area are attributed to witchcraft.,9/8/85,R,UGA,7,
312,"Sociologist, in special press report, states witchcraft and witchdoctors are on the increase and have a growing following, including the rich and powerful. Argument is for greater understanding.",11/29/85,KS,KEN,7,
333,"A snake which allegedly brought good fortune to the people of Nyakach, Kenya, died. The snake had already become ill and was brought to Nairobi, where it was cared for. However, the MP of Nyakach demanded its return from the city, claiming that the good luck of his people was being destroyed.",1/31/89,TS,KEN,7,
334,"Residents of Maganjo village, Tanzania, claim that ghosts are throwing beer bottles and other objects at a house inhabited by an elderly man. Hundreds have gathered to pray for the man and to help exorcize the ghost from his residence.",1/31/89,TS,KEN,7,
345,A Kenyan healer predicts that Italy will win the 1990 Soccer World Cup. ,5/30/90,RN,KEN,7,
371,Zaire's soccer team brought a traditional healer to cast a spell over their Kenyan opponents. The team from Zaire won the match and the Africa Cup.,12/12/94,AFP,KEN,7,
376,"A woman in Lira, Uganda, was arrested for attempting to murder her former lover, District Agricultural Officer Charles Odongo, with witchcraft. The two were estranged lovers, and Mr. Odongo had rebuffed the woman's entreaties to divorce his wife and marry her instead. The woman was found with herbs and witchcraft charms.",10/9/95,TM,UGA,7,
387,"Tanzanian football teams use ""juju"" and other magic charms to guarantee victories over their opponents.",2/19/98,AAN,TAN,7,
396,Many soccer experts attribute the Ugandan national soccer team's poor recent showing to its failure to hire witchdoctors. Most teams hire at least one witchdoctor from each region of the country.,3/7/99,AN,UGA,7,
439,"A mob in Bamunaanika, Uganda lynched an old man who was suspected of witchcraft. The man had allegedly caused the death of a local soccer player through witchcraft.",12/27/03,NV,UGA,7,
496,"A woman lost custody of her daughter because she admitted in court that she was a witchdoctor and was accused of being possessed by demons in Makupa, Nairobi, Kenya. Her daughter didn't want to go back to her mother due to a fear of being forced to take up witchcraft even though she went to church. ",10/22/09,DN,KEN,7,
502,"Two children were rescued from being starved by their parents in Mityana and Rakai districts, Uganda. Their parents abandoned them because they believed the boys had been bewitched. Health workers dismissed the use of witchcraft and claimed neglect and starvation were the causes of the boys' ill health. ",11/23/09,New Vision,UGA,7,
510,"Residents of Buwhera village, Busia district, banished a 24-year-old man from their village for having a shrine surrounded by bloodstained clothes, human bones, hides, and horns of animals. They accused him of sending spirits to harass and kill people and livestock in the area. ",12/29/10,New Vision,UGA,7,
